parent_id,child_id
1102,1196
1108,1197
1108,1198
1108,1199
1108,1200
1121,1201
1121,1202
1161,1203
1161,1204
1162,1205
1162,1204
1168,1207
1170,1208
1172,1209
1173,1210
1175,1211
1175,1212
